"NAME"	"LogPhase_RSeq_S3"	"MS10_hrs_Rseq_S5"	"MS14_hrs_Rseq_S6"	"MS20_hrs_Rseq_S7"	"MS30_hrs_Rseq_S8"	"MS44_hrs_Rseq_S9"	"MS55_hrs_Rseq_S10"
"SUT1668.3"	2	2	2	2	2	2	2
"SUT1668.4"	2	2	5.59784	6.61064	3.75505	6.7104	2
"SUT167"	2	2	2	2	2	3.44358	3.25217
"SUT1672.1"	2	2	4.26308	2	2	3.94623	2.48755
"SUT1673.1"	2	2	2	2	2	2	2
"SUT1673.2"	2	2	2	2	2	2	2
"SUT1675.1"	2	2	2	2	2	2	2
"SUT168"	2	2	2	2	2	2.68705	4.70965
"SUT1686.1"	2	2	2	2	2	2	2
"SUT1686.2"	2	2	2	2	2	2	2
"SUT1686.3"	2	2	2	2	2	2	2
"SUT1688.1"	2	2	2	2	2	2	2
"SUT1689.1"	2	2	2	2	2	2	2
"SUT169"	2	2	2	2	2	2	2
"SUT170"	2.16344	2	2	3.47781	2	2.53271	3.45891
"SUT1700.1"	2	2	2	2	2	2	2
"SUT1704.1"	2	2	2	2	2	2	2.30315
"SUT1704.2"	2	2	2	2	2	2	2
"SUT1707.1"	2	2	2	2	2	2	2
"SUT1708.1"	2	2	2	2	2	2	2
"SUT1709.1"	2	2	2	2	2	2	2
"SUT171"	5.59958	3.14814	2	3.81094	6.22468	2	2.14224
"SUT1714.1"	2	2	2	2	2	2	2
"SUT1716.1"	2	2	2	2	2	2	2
"SUT1718.1"	2	2	2	2	2	2	2
"SUT172"	2	2	2	2	2.93675	2.90407	2
"SUT1720.1"	2	2	2	2	2	2	2
"SUT1721.1"	2	2	2	2	2	2	2
"SUT1723.1"	2	6.26399	2	6.31242	15.9315	3.3245	8.88038
"SUT1726.1"	2	2	2	2	2	2	2
"SUT1728.1"	2	2	2	2	2	2	2
"SUT173"	2	2	2.56151	2	2	2.0459	2
"SUT1731.1"	2	2	2	2	2	2.87001	2.32875
"SUT1733.1"	2	2	2	2	2	2	2
"SUT1734.1"	2	2	2	2.54187	2.75077	3.69136	4.69249
"SUT1735.1"	2	2	2	2	2	2	2
"SUT174"	2	2.4686	2	2	2	5.52796	3.90405
"SUT1744.1"	2	2	2	2.88238	2	2	2
"SUT1744.2"	2	2	2	2	2	2	2
"SUT1744.3"	2	2	2	5.05104	2	3.78965	8.1359
"SUT1744.4"	2	2	2	2	2	2	2
"SUT175"	2	2	2	2	2	2	2
"SUT1750.1"	2	2	2	2	2	2	2
"SUT1751.1"	2	2	2	2	2	2	2
"SUT1754.1"	2	2	2	2	2	2	2
"SUT1755.1"	2	2	2	2	2	2	2
"SUT1755.2"	2	2	2	2	2	2	2
"SUT1755.3"	2	2	2	2	2	2	2
"SUT1757.1"	2	2	2	2	2	2	2
"SUT1757.2"	2	2	2	2	2	2	2
"SUT1759.1"	2	2	2	2	2	2	2
"SUT176"	7.26825	9.03541	5.03125	6.02344	8.48739	6.33937	4.67197
"SUT1760.1"	2	2	2	2	2	2	2
"SUT1761.1"	2	2	2	2	2	2	3.11937
"SUT1766.1"	2	2	2	2	2.56858	2.28066	2
"SUT1767.1"	2	2	2	2	2	2	2
"SUT1769.1"	2	2	2	2	2	2	2
"SUT177"	2	2	2	2	2	2.09295	2.04731
"SUT1770.1"	2	2	2	2	2	2	2
"SUT1773.1"	2	2.40805	2.01255	4.61979	3.58584	5.67782	2.46883
"SUT1778.1"	2	2	2	2	2	2	2
"SUT178"	2	2	2	2.33459	2	2	2
"SUT1781.1"	2	2	2	2	2	2	2
"SUT1781.2"	3.10877	2	2	2.76275	2.26095	9.24628	3.24069
"SUT1781.3"	2	2	2	2	2.33063	2.65883	2.38361
"SUT1781.4"	2	2	2	2	2	3.52053	3.55363
"SUT1784.1"	2	2	2	2	2	2	2
"SUT179"	2	2	2	2	2	2	2
"SUT1790.1"	2	2	2	2	2	2	2.14081
"SUT1790.2"	2	2	2	2	2	2	2
"SUT1793.1"	2	2	2	2	2	2	2
"SUT180"	2	2	2	2	2	2	2
"SUT1800.1"	2	2	2	2	3.52649	5.82516	11.462
"SUT1802.1"	2	2	2	2	2	2	2
"SUT1803.1"	2	2	2	2	2	2	2
"SUT1804.1"	2	2	2	2	2	2	2
"SUT1807.1"	2	2	2	2	2	2	2
"SUT1808.1"	2	2	2	2	3.85538	2.0379	2.11494
"SUT1808.2"	2	2	2	2	2	2	2
"SUT181"	6.3057	9.5209	11.2194	13.9883	12.0875	13.7866	15.0697
"SUT1810.1"	2	2	2	2	2	2	2
"SUT1812.1"	2	2	2	2	2	2	2
"SUT1812.2"	2	2	2	2	2	2	2.75225
"SUT1813.1"	2	2	2	2	2	2	2
"SUT182"	2.49121	2	3.88477	5.20307	6.3947	2.76553	5.55515
"SUT1820.1"	2	2	2	2	2	2	2
"SUT1822.1"	2.73307	3.74649	4.24381	6.22542	4.15482	4.5749	3.81761
"SUT1823.1"	2	4.91723	2.43668	3.94206	3.22969	4.71156	7.8349
"SUT1824.1"	2	2	2	2	2	2	2
"SUT1824.2"	2	2	2	2	2	2	2
"SUT1826.1"	2	2	2	2	2	2	2
"SUT1827.1"	2	2	2	2	2	2	2
"SUT1829.1"	2	2.0595	2.2541	3.90056	4.81168	7.58902	9.33967
"SUT183"	2	2	2	2	2.84435	4.26834	3.77636
"SUT1837.1"	2	2	2	2	2	2	2
"SUT1838.1"	2	2	2	2	2	2	2
"SUT1839.1"	2	2	2	2	2	2	2
"SUT184"	2	2	2	2	2	2	2
"SUT1843.1"	4.49515	2.96004	2	6.32239	6.62989	6.22456	6.60995
"SUT1844.1"	2	2	2	2	2	2	2
"SUT1846.1"	2	2	2	3.45976	2	2	2
"SUT185"	2	2	2	2	2	2	2
"SUT1854.1"	2	2	2	2	2	2	2
"SUT1854.2"	2	2	2	2	2	2	2
"SUT1855.1"	2	2	2	2	2	2	2
"SUT1856.1"	2	2	2	2	2	2	2
"SUT1859.1"	2	2	2	2.13348	2.36776	2.25465	2.43201
"SUT186"	2	2	2.31061	2	2.45404	2	3.30078
"SUT1860.1"	3.1361	11.2168	4.41045	3.45078	4.73946	4.29185	9.54652
"SUT1861.1"	2	2	2	2	2	2	2
"SUT1861.2"	2	2	2	4.77825	2	2	2
"SUT1863.1"	2	2	2	2	2	2	2
"SUT1867.1"	2	2	2	2	2	2	2
"SUT1867.2"	2	2	2	2	2	2	2
"SUT1869.1"	2	2	2	2	2	2	2
"SUT1869.2"	2	2	2	2	2	12.0993	2.87546
"SUT187"	2.63438	2	2.4657	4.11624	3.41754	4.04479	2.86614
"SUT1872.1"	2	2	2	2	2	2	2.39151
"SUT1873.1"	2	2	2	2	4.24085	2	2
"SUT1875.1"	2	2	2	2.04798	2	2	5.58249
"SUT1875.2"	16.3851	86.7701	53.654	61.8005	50.791	36.2905	26.6361
"SUT1877.1"	2	2	2	2	2	2	2
"SUT1878.1"	2	2	2	2	2	2	2
"SUT1879.1"	2	2	2	2	2	2	2
"SUT188"	2	2	2	2	2	2	2
"SUT1880.1"	2	2	2	2	2	2.45837	2.82359
"SUT1881.1"	2	2	2	2	2	2	2
"SUT1882.1"	2	2	2	2	2	2	2
"SUT1883.1"	2	2	2	2	2	2	2
"SUT1884.1"	2	2	2	2	2	2	2
"SUT1886.1"	2	2	2	2	2	2	2
"SUT1889.1"	2	2	2	2	2	2	2
"SUT1889.2"	2	2	2	2	2	2	2
"SUT189"	2.64165	2.10971	2.16064	2.17365	2.10894	2.94997	2.56529
"SUT1890.1"	2	2	2	2	2	2	2
"SUT1891.1"	2	2	2	2	2	2	2
"SUT1891.2"	2	2	2	2	2	2	2
"SUT1893.1"	2	2	3.74737	10.9399	10.352	7.25927	7.3733
"SUT1895.1"	2	2	2	2	2	2	2
"SUT1895.2"	2	2	2	2	2	2	2
"SUT1896.1"	2	2	2	2	2	2	2
"SUT1897.1"	2	2	2	2	2	2	2
"SUT1897.2"	2	2	5.59784	2	2	6.7104	7.64332
"SUT1898.1"	2	2	2	2	2	2	3.18217
"SUT1899.1"	8.45712	12.7104	13.4621	20.2266	15.4258	24.8572	18.2347
"SUT190"	4.67045	2.45598	3.8668	2.93529	3.65198	4.35649	5.21529
"SUT1900.1"	2	2	2	2	2	2	2.10477
"SUT1901.1"	2	2	2	2	2	2	2
"SUT1901.2"	2	2	2	2	2	2	2
"SUT1903.1"	2	2	2	2	2	2	2
"SUT1906.1"	2	2	2	2	2	3.1446	5.49863
"SUT191"	2	2.55026	2	2	3.12312	2	2
"SUT1911.1"	2	2	2	2	2	2	2
"SUT1912.1"	2	2	2	2	2	2	2
"SUT1912.2"	2	2	2	2	2	2	2
"SUT1912.3"	2	2	2	2	2	2	2
"SUT1912.4"	2	2	2	2	2	2	2
"SUT1915.1"	2	2	2	2	2	2	2
"SUT192"	2	2	2	2.05674	2	3.67544	4.39086
"SUT1920.1"	2	2	2	2	2	2	2
"SUT1921.1"	2	2	2	2	2	2	2
"SUT1923.1"	2	2	2	2	2	2	2
"SUT1923.2"	2	2	2	2	2	2.59603	2.66113
"SUT1925.1"	2	2	2	2	2	2	2
"SUT1927.1"	2	2	2	2	2	2	2
"SUT1928.1"	2	3.81971	2	2	2	2.57455	2
"SUT193"	2	2.76661	2	4.77714	5.71722	8.88117	8.71874
"SUT1930.1"	2	2	2	2	2	2	2
"SUT1930.2"	2	2	2	2	2	2	2
"SUT1930.3"	2	2	2	2	2	2	2
"SUT1932.1"	2	2	2	2.47083	3.72008	2	2
"SUT1932.2"	2	2	2	2	2	2	2
"SUT194"	2	2	2	2	2	2	2
"SUT1940.1"	2	2	2	2	2	2	2
"SUT1941.1"	2	2	2	2	2	2	2
"SUT1944.1"	8.98543	6.54723	4.04868	8.09673	6.97928	8.86261	7.85075
"SUT1944.2"	2	2	2	2	2	2	2
"SUT1947.1"	2	2	2	2	2	2	2
"SUT1948.1"	2	2	3.17983	9.67312	9.11121	5.65673	5.14083
"SUT1948.2"	2	2	4.0586	6.75161	10.6897	7.41112	8.03133
"SUT1948.3"	2	2	5.75411	21.7535	20.6689	11.856	10.9927
"SUT195"	2	2	2	2	2	2	2
"SUT1951.1"	2	2	2	2	2	2	2
"SUT1955.1"	2	2	2	2	2	2	2
"SUT1956.1"	2	2	2	2	2	2	2
"SUT1956.2"	2	4.63527	2	2	3.04676	4.59533	2
"SUT1956.3"	2	2	2	2	2	2	2
"SUT196"	2	2	2	2	2	2	2.6956
"SUT1960.1"	2	2	2	2	2	2	2
"SUT1962.1"	2	2	2	2	2	2	2
"SUT1963.1"	2	2	2	2	2	2	2
"SUT197"	3.50237	2.09798	2	11.6441	2.07729	2.4159	2
"SUT1970.1"	2	2	2	2	2	2	2
"SUT1970.2"	2	2	2	2	2	2	2
"SUT1970.3"	2	2	2	2	2	2	2
"SUT1974.1"	2	2	2	2	2	2	2
"SUT1978.1"	2	2	2	2	2	2	2
"SUT1978.2"	2	2	2	2	2	2	2
"SUT198"	2	2	2	2	2	2.32803	2.93587
"SUT1980.1"	2	2	2	2	2	2	2
"SUT1982.1"	2	2	2	2	2	2	2
"SUT1982.2"	2	2	2	2	2	2	2
"SUT1986.1"	2	2	2.35415	2.16696	2	4.32429	3.37575
"SUT1986.2"	2.08452	4.51037	4.81699	3.44437	3.44055	6.79294	6.06735
"SUT1986.3"	2	2	2	2	2	2	2
"SUT1986.4"	2	6.49827	2	2.53635	2.82724	5.72878	11.8593
"SUT1988.1"	2.44558	3.04807	3.73486	2	3.1784	4.39741	5.01903
"SUT1989.1"	3.1395	2	2	2	2	2	2
"SUT199"	2	2	2	2	2	2	2
"SUT1990.1"	2	2	2	2	2	2	2
"SUT1996.1"	2	2	2	2	2	2	2.35529
"SUT200"	2	2	2	2	2	2	2
"SUT2000.1"	2	2	2	2	2	2	2
"SUT2001.1"	2	2	2	2	2	2	2
"SUT2002.1"	2	2	2	2	2	2	2
"SUT2002.2"	2	2	2	2	2	2	2
"SUT2005.1"	2	2	2	2	2	2	2
"SUT2008.1"	2	2	2	3.49963	4.09585	2	2
"SUT2009.1"	2	2	2	2	7.99784	4.15684	2
"SUT201"	2	2	2	2	2	2	2
"SUT2010.1"	2	2	2	2	7.99784	4.15684	2
"SUT2013.1"	2	2.21635	2	2	2.11252	2	2.63591
"SUT2015.1"	2	2	2	2	2	2	2
"SUT2016.1"	2	2	2	2	2	2	2
"SUT2017.1"	2	2	2	2	2	2	2
"SUT2017.2"	2	2	2	2	2	2	2
"SUT2018.1"	2	2	2	2	2	2.83363	4.26448
"SUT2019.1"	2	2	2	2	2	2	2
"SUT202"	2	2	2	2	2	2	2
"SUT2020.1"	2	2	2	2	2	2	2.20007
"SUT2021.1"	2	2	2	2	2	2	2
"SUT2022.1"	2	2	3.10373	2	2.10318	2	2
"SUT2022.2"	2	2	2	2	2	2	2
"SUT2023.1"	9.33038	4.27401	9.94433	16.0882	4.57019	4.15684	2
"SUT2027.1"	2	2	2	2	2	2	2
"SUT2027.2"	2	2	2	2	2	2	2
"SUT203"	2	2	2	2	2	2.11271	2.86306
"SUT2032.1"	2	2	2	2	2	2.60001	4.98415
"SUT2038.1"	2	2	2	2	2	5.11491	4.80454
"SUT2038.2"	2	2	2	2	2	3.85389	4.45248
"SUT2038.3"	2	2	2	2	2	2	2
"SUT2038.4"	2	2	2	2	2	2	2
"SUT204"	2	3.5404	2	2.37653	5.05879	3.77021	5.93272
"SUT2043.1"	2	2	2	2	2	2	2
"SUT2043.2"	2	2	2	2	2	2	2
"SUT2043.3"	2	2	2	2	2	2	2
"SUT2043.4"	2	2	2	2	2	2	2
"SUT2046.1"	27.4289	12.3639	30.7618	44.8026	14.7245	13.2216	12.8471
"SUT2049.1"	2	2	2	2	2	2	2
"SUT205"	6.86545	4.60483	5.14839	7.81623	7.53393	6.60354	6.22177
"SUT2050.1"	2	2	2	2	2	2	2
"SUT2050.2"	2	2	2	2	2	2	2
"SUT2052.1"	2	2	2	2	2	2	2
"SUT2052.2"	2	2	2	2	3.1602	2.06536	2
"SUT2054.1"	3.6807	2	2	2	2	2	2
"SUT2055.1"	2	2	2	2	2	2	2
"SUT2057.1"	2	5.14825	4.44858	7.82234	9.56621	9.72074	12.8105
"SUT206"	2	3.07413	2	2.04389	2.57937	3.68534	3.00725
"SUT207"	2	2	2	2	2	2	2
"SUT2071.1"	2	2	2	2	2	2	3.66759
"SUT2075.1"	2	2	2	2	2	2	2
"SUT208"	2	2	2	2	2	2	2.05801
"SUT2088.1"	2	2	2	2	2	2	2
"SUT2089.1"	2	2	2	2	2	2	2
"SUT209"	2	2	2	2	2	2	2
"SUT2090.1"	2	2.62644	2.34515	4.39219	2.64277	3.00625	2
"SUT2091.1"	2	2	2	2	2	2	2
"SUT2091.2"	2	2	2	2	2	2	2
"SUT2091.3"	2	2	2	2	2	2	2
"SUT2095.1"	2	2	2	2	2	2	2
"SUT2097.1"	2	2	2	2	2	2	2
"SUT2097.2"	2	2	2	2	2	2.05135	2
"SUT2099.1"	2	2	2	2	2	2	2
"SUT210"	2	2	2	2	2	2	2
"SUT2104.1"	2	2	2	2	2	2	2
"SUT2104.2"	2	2	2	2	2	2	2
"SUT2106.1"	2	2	2	2	2	2	2
"SUT2107.1"	2	2	2	2	2	2	2.94349
"SUT2109.1"	2	2	2	2	2	2	2
"SUT211"	2	2	2	2	2	2	2
"SUT2110.1"	2.72394	8.82922	16.7935	76.0224	582.032	2820.88	4145.23
"SUT2111.1"	2	2	2	2	2	2	2
"SUT2112.1"	2	2	2	2	2	2	2
"SUT2112.2"	2	2	2	2	2	2	2
"SUT2114.1"	2	2	2	2	2	2	2
"SUT2117.1"	2	2.11527	2	2	2	2	2
"SUT212"	2.08452	3.81646	11.8572	16.533	15.2913	12.715	10.48
"SUT2127.1"	19.2296	10.2826	14.9303	9.36378	20.1969	10.0764	2.89579
"SUT213"	2	2.46805	2	2	3.39239	2.19927	2
"SUT2133.1"	2	2	2	2	2	2	2
"SUT2135.1"	2	2	2	2	2	2	2
"SUT2135.2"	2	2	2	2	2	2	2
"SUT214"	2	2	2	2	2	2	2
"SUT2140.1"	2	2	2	2	2	2	2
"SUT2148.1"	2	2	2	2	2	2	2
"SUT2149.1"	2	2	2	2	2	2	2
"SUT215"	2	2	2	2	2	2	2
"SUT2152.1"	2	2	2	2	2	2	2
"SUT2152.2"	2	2	2	2	2	2	2
"SUT2153.1"	2	2	2	2	2	2	2
"SUT2154.1"	2	2	2	2	2	2	2
"SUT2156.1"	2	2	2	2	2.20458	2	2
"SUT2156.2"	2	2.952	2	2.53186	2	4.23493	2.00783
"SUT216"	2	2	2	2	2.77506	2.23403	3.25431
"SUT2160.1"	2	2	2	2	2	2	2
"SUT2160.2"	2	2	2	2	2	2	2
"SUT2162.1"	2	2	2	2	2	2	2
"SUT2165.1"	2	2	2	2	2	2	2
"SUT2166.1"	2	2	2	2	2	2	2
"SUT2169.1"	2	2	2	2	2	2	2
"SUT217"	18.8143	9.72402	13.0561	14.516	17.3685	21.6941	19.5815
"SUT2170.1"	2	2	2	2	2	2	8.34584
"SUT2171.1"	2	2	2	2	2	2	2
"SUT2172.1"	2	2	2	2	2	2	2
"SUT2173.1"	2	2	2	2	2	2	2
"SUT2174.1"	2	2	2	2	2	2	2
"SUT2174.2"	2	2	2.13707	2	2.11738	2	2
"SUT2174.3"	2	2	6.4112	2	2	2	2
"SUT2178.1"	2	2	2	2	2	2	2
"SUT2178.2"	2	2	2	2	2	2.63787	2.83466
"SUT218"	2	4.454	6.8	6.92909	5.37754	4.51526	3.44501
"SUT2182.1"	2	2	2	2	2	2	2
"SUT2186.1"	2	3.50635	2.01352	2	3.85929	2	2
"SUT219"	2	2.08932	3.33764	2.73815	4.07398	2	2.19757
"SUT2191.1"	2	2	2	2	2	2	2.45813
"SUT2192.1"	2	2	2	2	2	2	2
"SUT2194.1"	2	2	2	2	2	2	2
"SUT2195.1"	2	2	2	2	2	2	2
"SUT2196.1"	2	2	2	2	2	2	2
"SUT2197.1"	2	2	2	2	2	2	2
"SUT2197.2"	2	2	2	2	2	2	2
"SUT2199.1"	4.56377	3.95436	4.02555	3.07744	2.47963	3.18616	2.98685
"SUT220"	2	2	2	2	2.00011	2.35834	3.22834
"SUT2201.1"	2	2	2	2	2	3.63009	2.06998
"SUT2201.2"	2	2	2	2	2	2	2
"SUT2204.1"	2	2	2	2	2	2	2
"SUT2205.1"	2	2	2	2	2	2	2
"SUT2208.1"	2	2	2	2	2	2	2
"SUT221"	2	2	2	2	2	2	2
"SUT2210.1"	2	2	2	2	2	2	2
"SUT2210.2"	2	3.10417	2	2	2	2.97887	3.56591
"SUT2216.1"	2	2	2	2	2	2	2
"SUT2216.2"	2	2	2	2	2	2	2
"SUT2218.1"	2	2	2	2	2	2	2
"SUT222"	2	3.16569	2.63358	5.98541	6.477	4.46655	3.63635
"SUT2220.1"	2	2	2	2	2	2	2
"SUT2220.2"	2	2	2	2	2	2	2.50605
"SUT2222.1"	2	2	2	2	2	2	2
"SUT2223.1"	2.11432	2	2	2	2.50444	2	2
"SUT2223.2"	2	2	2	2	2.01449	2	2
"SUT2223.3"	2	2	2	2	2	2	2
"SUT223"	2	2	2	2	2.05532	2.52451	2.56527
"SUT2230.1"	2	2	2	2	2	2	2
"SUT2232.1"	2	2	2	2	2	2	2
"SUT2237.1"	2	2	2	2	2	2	2
"SUT224"	2	2	2	2	5.84643	10.0077	34.308
"SUT2243.1"	2	2	2	2	2	2	2
"SUT2243.2"	2	2	2	2	2	2	2
"SUT2243.3"	2	2	2	2	2	2	2
"SUT2247.1"	2	2	2	2	2	2	2
"SUT2248.1"	2	2	2	2	2	2	2
"SUT2248.2"	2	2	2	2	2	2	2
"SUT225"	2	2	2	2	2.14909	3.73024	9.38154
"SUT2250.1"	6.40987	16.4522	10.6645	15.6063	15.7087	6.71758	2
"SUT2253.1"	2	2	2	2	2	2	2
"SUT2255.1"	2	2	2	2	2	2	2
"SUT2255.2"	2	2	2	2	2	2	2
"SUT2259.1"	2	2	2	2	2	2	2
"SUT226"	2	2	2	2	2	2	2.0112
"SUT2260.1"	2	2	2	2	2	2	2
"SUT2261.1"	2	2	2	2	2	2	2
"SUT2261.2"	2	2	2	2.91144	2	2	2
"SUT2264.1"	2	2	2	2	2	2	2
"SUT2264.2"	2	3.4288	3.05648	2.65968	2	2	2.21435
"SUT2266.1"	2	2	2	2	2	2	2
"SUT2267.1"	2	2	2	2	2	2	2
"SUT227"	2	2	2	2	2	2	2
"SUT2275.1"	3.48374	2	3.19851	2	3.3732	2	5.59381
"SUT2276.1"	2	2	2	2	2	2	2
"SUT2276.2"	2	2	2	2	2	2	2
"SUT2277.1"	2	2.13489	2.0685	2	2.84096	3.77786	7.08556
"SUT228"	12.9272	18.6089	16.7641	16.3292	16.0134	21.4166	21.8698
"SUT2281.1"	2	2	2	2	2	2	2
"SUT2281.2"	2	2	2	2	2	2	2.84191
"SUT2283.1"	2	2	2	2	2	2	2
"SUT2284.1"	3.06304	2	2	2	2	2	2
"SUT2288.1"	2	2.61606	2	3.09802	4.30591	6.77942	8.95803
"SUT2288.2"	2	2	2	2	2	2	2
"SUT229"	3.31207	4.42296	4.32526	6.22144	4.35675	7.41508	5.13457
"SUT2293.1"	2	2	2	2	2	2	2
"SUT2295.1"	2	2	2	2	2	2	2
"SUT230"	2	2	2	2	2	2.12997	2.4792
"SUT2306.1"	2	2	2	2	2	2	2
"SUT2308.1"	2	2	2	2	2	2	2
"SUT2309.1"	2	2	2	2	2	2	2
"SUT231"	2.03848	2.0006	2	2	2	2	3.90974
"SUT2310.1"	2	2	2	2	2	2	2
"SUT2313.1"	3.31662	4.15255	2	2	2	11.235	5.75091
"SUT2314.1"	2	2	2	2	2	2	4.76334
"SUT2316.1"	2	2	2	2	2	2	2
"SUT2317.1"	2	2	2	2.26752	2	2	2.22624
"SUT2318.1"	2	2	2	2	2	2.13679	2.74628
"SUT232"	2	2	2	2.82171	4.01748	4.75072	5.65698
"SUT2322.1"	2	2.05653	2	2	2	2	2
"SUT2323.1"	2	2	2	2	2	2	2
"SUT2324.1"	2	2	2	2	2	2	2
"SUT2324.2"	2	2	2	2	2	2	2
"SUT2327.1"	2	2	2	2	2	2	2
"SUT233"	2	2	2	2.53271	2.78398	2.72781	3.71788
"SUT2330.1"	2	2	2	2	2	2	2
"SUT2333.1"	3.18863	4.04374	2	3.43205	8.86924	5.47059	2
"SUT2333.2"	2	2	2	2	2	2	2
"SUT2335.1"	2	2	2	2	2	2	2
"SUT2336.1"	2	2	2	2	2	2	2
"SUT2337.1"	2	2	2	2	2	3.43348	9.54652
"SUT2339.1"	2	2	2	2	2	2	2
"SUT234"	2	2	2	2	2	2	2
"SUT2340.1"	2	2	2	2	2	2	2
"SUT2342.1"	10.4775	12.8119	13.9655	18.4164	16.2862	17.0046	16.4942
"SUT2343.1"	2	2	2	2	2	2	2
"SUT2347.1"	2	2	2	2	2	2	2
"SUT235"	2	2	2	2	2	2	2
"SUT2351.1"	2	2	2	2	2	2.57511	2
"SUT2352.1"	2	2	2	2	2	2	2
"SUT2352.2"	2	2	2	2	2	2	2
"SUT2355.1"	4.15905	9.92946	13.8431	2.89213	3.00483	2.55736	2
"SUT2357.1"	2	2	2	2	2	2	2
"SUT2357.2"	2	2	3.37578	2	2	4.7536	2
"SUT236"	2	2.92902	2	3.05694	3.06407	4.64352	3.45228
"SUT2360.1"	2	2	2	2	2	2	2
"SUT2362.1"	2	2	2	2	2	2	2
"SUT2369.1"	8.42122	2.74248	5.60736	10.8723	10.8005	10.2842	15.0356
"SUT2369.2"	5.07743	2	2	7.59557	3.71817	2	3.34639
"SUT237"	2	2	2	2	2	2	2.39929
"SUT2373.1"	12.6605	39.0093	131.111	79.2405	67.8602	88.6617	66.2492
"SUT238"	2	2	2	2	2	2	2.3792
"SUT2381.1"	2	2	2	2	2	2	2
"SUT2382.1"	2	2	2	2	2	2	2
"SUT2384.1"	2	2	2	2	2	2	2
"SUT2384.2"	2	2	2	2	2	2	2
"SUT2384.3"	2	2	2	2	2	2	2.22624
"SUT2386.1"	2	2	2	2	2	2	2
"SUT2389.1"	3.24818	2	2	2	2.12553	2.69697	5.65993
"SUT239"	2.48218	4.93881	2.9195	3.63056	4.65957	5.80482	7.52892
"SUT2391.1"	2	2	2	2	2	2	2
"SUT2394.1"	2	9.07236	3.95541	6.36901	6.96706	11.2921	20.0484
"SUT2395.1"	3.22653	12.2663	10.6853	13.6129	8.46954	18.0673	19.6996
"SUT2396.1"	2	2	2	2	2	2	2
"SUT2398.1"	2	2	2	2	2	2	2
"SUT2398.2"	2	2	2	2	2	2	2
"SUT2398.3"	2	2	2	2	2	2.7642	6.50424
"SUT240"	4.2527	2	6.92893	4.63786	5.52666	5.57971	6.52941
"SUT2404.1"	2	2	2	2	2	2	2
"SUT2405.1"	2	2	2	2	2	2	2
"SUT2407.1"	2	2	2	2	2	2	2
"SUT2408.1"	2	2	2	2	2	2	2
"SUT2408.2"	4.2479	6.57944	7.54429	2	3.62537	8.96443	8.94316
"SUT241"	2	2	2	2	2	2	2
"SUT2410.1"	2	2	2	2	2	2	2
"SUT2411.1"	2	2.13405	2.69967	4.39459	3.60241	2.33804	2.58144
"SUT2413.1"	2	2	2	2	2	2	2
"SUT2415.1"	2	2	2	2	2	2	2
"SUT2415.2"	2	2	2	2	2.40791	2	2.22453
"SUT2417.1"	2	2	2	2	2	2	2
"SUT242"	2	2	2	2	2	2	2
"SUT2420.1"	2	2	2	2	2	2	2
"SUT2421.1"	2	2	2	2.70205	2	2	2
"SUT2421.2"	2	2	2	2	2	2	2
"SUT2423.1"	2	28.5924	8.35577	12.6817	11.3089	22.2786	25.6951
"SUT2424.1"	2	2	2	2	2	2	2
"SUT2424.2"	2	2	2	2	2	2	2
"SUT2425.1"	2	2	2	2	2	2	2
"SUT2425.2"	2	2	2	2	2	2	2
"SUT2429.1"	2	2	2	2	2	2.57511	6.36434
"SUT243"	2	2	2	2	2	2	2
"SUT2433.1"	2	3.89002	2	2	6.14378	5.39558	5.49213
"SUT2434.1"	2	2	2	2	2	2	2
"SUT2435.1"	2	2	2	2	2.22684	2	2
"SUT2435.2"	2	2	2	2	2	2	2
"SUT2437.1"	2	2	2	2	2	2	2
"SUT2437.2"	2	2	2	2	2	2	2
"SUT2437.3"	2	2	2	2	2	2	2
"SUT244"	2	3.25016	2.01278	2.58108	4.52339	3.58443	4.43761
"SUT2442.1"	3.12678	3.46951	3.70538	5.51099	2.2937	3.30938	2.20631
"SUT2445.1"	2	2	2	2	2	2	2
"SUT2448.1"	2	2	2	2	2	2	2
"SUT245"	4.34804	6.08406	7.49736	11.0562	11.1382	10.7252	12.7537
"SUT2453.1"	2	2	2	2	2	2	2
"SUT2459.1"	2	2	2	2	2	2	2.20223
"SUT246"	2	2	2	2	2	2	2
"SUT2460.1"	10.8864	2	2	2	2	2	2
"SUT2463.1"	2	2	2	2	2	2	2
"SUT2464.1"	2	2	2	2	2	2	2
"SUT2466.1"	4.50988	4.30312	3.99833	3.13543	5.09095	6.23554	8.90087
"SUT2467.1"	2	2	2	2	2	2	2
"SUT2467.2"	2	4.15255	2.15528	2	4.32627	2	5.75091
"SUT247"	2	2	2	2	2	2	2
"SUT2470.1"	2	2	2	2	2	2	2
"SUT2474.1"	2	2	2	2	2	2	2
"SUT2475.1"	2	2	2	2	2	2	2
"SUT2475.2"	2	2	2	2	2	2	2
"SUT2477.1"	2.44424	2.65191	2.38929	2.36939	3.36259	2.759	3.86054
"SUT2478.1"	2	3.18249	2.59733	5.89405	3.93063	7.158	6.23014
"SUT2478.2"	2	2	2	2	2	2	2
"SUT2478.3"	2	2	2	2	2	2	2
"SUT2478.4"	2	2	2	2	2	2	2
"SUT248"	2	2	2	2	2	2	2
